ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,daily,daily_lower,daily_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2020-01-02,6617.4244499999995,6298.732493625627,7041.176139919069,6617.4244499999995,6617.4244499999995,55.26578046456627,55.26578046456627,55.26578046456627,-136.87806600000002,-136.87806600000002,-136.87806600000002,-0.7850131649906814,-0.7850131649906814,-0.7850131649906814,192.92885962955697,192.92885962955697,192.92885962955697,0.0,0.0,0.0,6672.6902304645655
2020-01-03,6609.073695520716,6307.1254356412455,7012.2706543924705,6609.073695520716,6609.073695520716,61.854466415253675,61.854466415253675,61.854466415253675,-136.87806600000002,-136.87806600000002,-136.87806600000002,-5.504091657007496,-5.504091657007496,-5.504091657007496,204.23662407226118,204.23662407226118,204.23662407226118,0.0,0.0,0.0,6670.928161935969
2020-01-06,6584.021432082866,6317.833141238379,7053.405179470916,6584.021432082866,6584.021432082866,87.35741718680727,87.35741718680727,87.35741718680727,-136.87806600000002,-136.87806600000002,-136.87806600000002,-12.082267290894189,-12.082267290894189,-12.082267290894189,236.3177504777015,236.3177504777015,236.3177504777015,0.0,0.0,0.0,6671.378849269674
2020-01-07,6575.670677603583,6328.899296070022,7074.297011564632,6575.670677603583,6575.670677603583,99.66674223733516,99.66674223733516,99.66674223733516,-136.87806600000002,-136.87806600000002,-136.87806600000002,-9.321726384226602,-9.321726384226602,-9.321726384226602,245.86653462156175,245.86653462156175,245.86653462156175,0.0,0.0,0.0,6675.337419840917
2020-01-08,6567.3199231243,6325.886596365725,7048.331872991996,6567.3199231243,6567.3199231243,111.20759321962898,111.20759321962898,111.20759321962898,-136.87806600000002,-136.87806600000002,-136.87806600000002,-6.5264452771859505,-6.5264452771859505,-6.5264452771859505,254.61210449681502,254.61210449681502,254.61210449681502,0.0,0.0,0.0,6678.527516343929
2020-01-09,6558.969168645016,6306.619452890304,7038.242478859881,6558.969168645016,6558.969168645016,124.7817125202253,124.7817125202253,124.7817125202253,-136.87806600000002,-136.87806600000002,-136.87806600000002,-0.7850131649997427,-0.7850131649997427,-0.7850131649997427,262.444791685225,262.444791685225,262.444791685225,0.0,0.0,0.0,6683.7508811652415
2020-01-10,6550.618414165733,6308.370938778668,7045.461430710861,6550.618414165733,6550.618414165733,126.89639516278015,126.89639516278015,126.89639516278015,-136.87806600000002,-136.87806600000002,-136.87806600000002,-5.5040916570754135,-5.5040916570754135,-5.5040916570754135,269.2785528198556,269.2785528198556,269.2785528198556,0.0,0.0,0.0,6677.514809328513
2020-01-13,6525.566150727883,6306.682298808128,7035.14815883194,6525.566150727883,6525.566150727883,134.36496404258634,134.36496404258634,134.36496404258634,-136.87806600000002,-136.87806600000002,-136.87806600000002,-12.082267290890655,-12.082267290890655,-12.082267290890655,283.325297333477,283.325297333477,283.325297333477,0.0,0.0,0.0,6659.931114770469
2020-01-14,6517.2153962486,6321.074808389768,7023.212463344277,6517.2153962486,6517.2153962486,139.64405246332927,139.64405246332927,139.64405246332927,-136.87806600000002,-136.87806600000002,-136.87806600000002,-9.32172638422834,-9.32172638422834,-9.32172638422834,285.8438448475577,285.8438448475577,285.8438448475577,0.0,0.0,0.0,6656.859448711929
2020-01-15,6508.864641769316,6285.159394901494,7000.102971306694,6508.864641769316,6508.864641769316,143.9412560228942,143.9412560228942,143.9412560228942,-136.87806600000002,-136.87806600000002,-136.87806600000002,-6.526445277205709,-6.526445277205709,-6.526445277205709,287.3457673000999,287.3457673000999,287.3457673000999,0.0,0.0,0.0,6652.80589779221
2020-01-16,6500.513887290033,6295.710934352846,7007.508328776267,6500.513887290033,6500.513887290033,150.2480719729673,150.2480719729673,150.2480719729673,-136.87806600000002,-136.87806600000002,-136.87806600000002,-0.785013165008804,-0.785013165008804,-0.785013165008804,287.9111511379761,287.9111511379761,287.9111511379761,0.0,0.0,0.0,6650.761959263001
2020-01-17,6492.16313281075,6294.166296838301,7005.844382461484,6492.16313281075,6492.16313281075,145.26257579308378,145.26257579308378,145.26257579308378,-136.87806600000002,-136.87806600000002,-136.87806600000002,-5.504091657003037,-5.504091657003037,-5.504091657003037,287.6447334500869,287.6447334500869,287.6447334500869,0.0,0.0,0.0,6637.425708603833
2020-01-20,6467.1108693729,6229.583174640675,6978.828973431331,6467.1108693729,6467.1108693729,134.24759495861403,134.24759495861403,134.24759495861403,-136.87806600000002,-136.87806600000002,-136.87806600000002,-12.082267290911263,-12.082267290911263,-12.082267290911263,283.20792824952525,283.20792824952525,283.20792824952525,0.0,0.0,0.0,6601.358464331514
2020-01-21,6458.760114893616,6226.675284747752,6970.304209984873,6458.760114893616,6458.760114893616,134.84311832880877,134.84311832880877,134.84311832880877,-136.87806600000002,-136.87806600000002,-136.87806600000002,-9.32172638423008,-9.32172638423008,-9.32172638423008,281.04291071303885,281.04291071303885,281.04291071303885,0.0,0.0,0.0,6593.603233222425
2020-01-22,6450.409360414334,6225.863167963929,6986.213023720726,6450.409360414334,6450.409360414334,135.4158685009354,135.4158685009354,135.4158685009354,-136.87806600000002,-136.87806600000002,-136.87806600000002,-6.526445277203484,-6.526445277203484,-6.526445277203484,278.82037977813894,278.82037977813894,278.82037977813894,0.0,0.0,0.0,6585.825228915269
2020-01-23,6442.05860593505,6233.514471138129,6984.414122813243,6442.05860593505,6442.05860593505,139.05192511521423,139.05192511521423,139.05192511521423,-136.87806600000002,-136.87806600000002,-136.87806600000002,-0.785013165017866,-0.785013165017866,-0.785013165017866,276.7150042802321,276.7150042802321,276.7150042802321,0.0,0.0,0.0,6581.110531050264
2020-01-24,6433.707851455767,6184.762564498936,6911.416307322743,6433.707851455767,6433.707851455767,132.51460316502502,132.51460316502502,132.51460316502502,-136.87806600000002,-136.87806600000002,-136.87806600000002,-5.504091657014268,-5.504091657014268,-5.504091657014268,274.8967608220393,274.8967608220393,274.8967608220393,0.0,0.0,0.0,6566.222454620792
